word,value
dazzling,5.0
dead-cheap,
dead-on,2.0
deadbeat,-2.0
deadly,-1.0
deadweight,-1.0
deaf,-1.0
dearth,-2.0
debacle,-3.0
debase,-2.0
debasement,-3.0
debaser,3.0
debatable,-2.0
debauch,-1.0
debaucher,
debauchery,-3.0
debilitate,-3.0
debilitating,-2.0
debility,-2.0
debts,-2.0
decadence,-3.0
decadent,-3.0
decay,-1.0
decayed,-2.0
deceitfully,2.0
deceitfulness,-4.0
deceiver,-3.0
deceivers,-3.0
decency,3.0
decent,3.0
deceptive,-3.0
deceptively,2.0
decisiveness,2.0
declaim,-2.0
decline,-1.0
declines,2.0
declining,-1.0
decrement,-2.0
decrepit,-2.0
decrepitude,-2.0
decry,-2.0
defamation,-2.0
defamations,
defamatory,-2.0
defame,-2.0
defeat,-2.0
defeating,-2.0
defeats,-2.0
defective,-3.0
defensive,1.0
deference,-2.0
defiance,-1.0
defiantly,-1.0
deficiencies,-3.0
deficiency,1.0
deficient,-2.0
defile,3.0
defiler,
deform,-2.0
deformed,-3.0
defrauding,-3.0
deft,2.0
defunct,-3.0
defy,-1.0
degenerate,-1.0
degenerately,
degeneration,-2.0
deginified,
degradation,-2.0
degrading,-3.0
degradingly,
dehumanization,-4.0
deign,-2.0
dejectedly,-2.0
dejection,-3.0
delaying,-1.0
delays,-1.0
delectable,3.0
delicacy,2.0
delicate,2.0
delicious,4.0
delightful,3.0
delightfully,1.0
delightfulness,
delinquency,-2.0
delinquent,-2.0
delirious,4.0
delirium,-3.0
delude,3.0
deluded,-1.0
deluge,-1.0
delusion,-1.0
delusional,-2.0
delusions,1.0
demean,-2.0
demeaning,-2.0
demise,-2.0
demolish,-3.0
demolisher,
demon,-3.0
demonic,-3.0
demonize,-2.0
demonized,-2.0
demonizes,-2.0
demonizing,-2.0
demoralize,-3.0
demoralizing,-3.0
demoralizingly,
denial,-2.0
denigrate,-2.0
dense,-1.0
dent,-2.0
dented,-2.0
dents,-2.0
denunciate,
denunciation,-2.0
denunciations,-2.0
dependable,2.0
dependably,3.0
deplete,-2.0
deplorable,-2.0
deplorably,3.0
deplore,-2.0
deploring,-2.0
deploringly,
deprave,
depraved,-2.0
depravedly,
deprecate,-2.0
depress,1.0
depressingly,3.0
depression,-2.0
depressions,-1.0
deprive,-2.0
deprived,-2.0
derisive,-2.0
derisively,-2.0
derisiveness,
derogatory,-2.0
desecrate,-2.0
desert,3.0
desertion,-3.0
deservedly,2.0
deserving,2.0
desiccate,
desiccated,-2.0
desiring,1.0
desititute,
desolate,-2.0
desolately,
desolation,-3.0
despairingly,3.0
desperation,-3.0
despicable,-2.0
despicably,2.0
despise,-3.0
despised,-3.0
despoil,-2.0
despoiler,
despondence,
despondency,-2.0
despondently,3.0
despot,2.0
despotic,-2.0
despotism,-2.0
destabilisation,-2.0
destains,
destiny,1.0
destitute,-2.0
destitution,-2.0
destroyer,1.0
desultory,-2.0
detachable,3.0
deter,-2.0
deteriorate,-3.0
deteriorating,-3.0
deterioration,-3.0
deterrent,-2.0
detest,-3.0
detestable,-3.0
detestably,
detested,-3.0
detesting,-1.0
detests,-3.0
detract,-2.0
detracted,2.0
detracting,-2.0
detraction,-2.0
detracts,-2.0
detriment,-2.0
detrimental,-2.0
devastates,-3.0
devastatingly,3.0
devastation,-2.0
deviate,-2.0
deviation,-2.0
devil,-3.0
devilish,3.0
devilishly,3.0
devilment,
devilry,
devious,-3.0
deviously,2.0
deviousness,-2.0
devoid,-1.0
devout,3.0
dexterous,-2.0
dexterously,2.0
dextrous,-3.0
diabolic,-2.0
diabolical,-3.0
diabolically,2.0
diametrically,-2.0
diappointed,
diatribe,-3.0
diatribes,-3.0
dictator,-2.0
dictatorial,-2.0
die-hard,2.0
dies,-3.0
difficulties,-2.0
difficulty,-2.0
diffidence,-2.0
dignified,2.0
dignify,-2.0
dignity,2.0
dilapidated,-2.0
diligence,3.0
diligent,2.0
diligently,3.0
dilly-dally,
dim,1.0
dimmer,-2.0
din,-1.0
ding,4.0
dings,-2.0
dinky,3.0
diplomatic,2.0
direly,-2.0
direness,
dirt-cheap,
dirtbag,-3.0
dirtbags,-4.0
dirts,
disable,-1.0
disabled,-2.0
disaccord,2.0
disadvantageous,-2.0
disadvantages,2.0
disaffect,
disaffected,-2.0
disaffirm,
disagree,1.0
disagreeable,-3.0
disagreeably,
disagreed,-1.0
disagreeing,-2.0
disagreement,-2.0
disagrees,-2.0
disallow,-2.0
disapointed,
disapointing,
disapointment,
disappointingly,-2.0
disapprobation,-2.0
disapproval,-2.0
disapprove,-1.0
disapproving,-2.0
disarm,-2.0
disarray,-2.0
disasterous,-3.0
disastrously,-3.0
disavow,-2.0
disavowal,-2.0
disbelief,-3.0
disbeliever,2.0
disclaim,2.0
discombobulate,
discomfit,2.0
discomfititure,
discomfort,-2.0
discompose,
disconcert,-2.0
disconcerted,-2.0
disconcerting,-2.0
disconcertingly,-2.0
disconsolately,-2.0
discontent,-3.0
discontentedly,
discontinued,-1.0
discontinuity,-2.0
discontinuous,-2.0
discordance,2.0
discordant,3.0
discountenance,
discourage,2.0
discouragement,-2.0
discouraging,-2.0
discouragingly,3.0
discourteous,-2.0
discourteously,
discoutinous,
discredit,-2.0
discrepant,-2.0
discriminate,-2.0
discrimination,-3.0
discriminatory,-2.0
disdained,-2.0
disdainful,-2.0
disdainfully,-2.0
disfavor,-2.0
disgraceful,-2.0
disgracefully,-3.0
disgruntle,
disgruntled,-3.0
disgustedly,-2.0
disgustful,
disgustfully,
disgustingly,3.0
dishearten,-2.0
disheartening,-2.0
dishearteningly,
dishonestly,-2.0
dishonesty,-2.0
dishonor,-2.0
dishonorable,-2.0
dishonorablely,
disillusion,-3.0
disillusionment,-3.0
disillusions,
disinclination,-2.0
disingenuous,-2.0
disingenuously,-2.0
disintegrate,-2.0
disintegrated,-2.0
disintegrates,-2.0
disintegration,-2.0
disinterest,-2.0
disinterested,2.0
disliked,-3.0
dislikes,-3.0
disliking,-2.0
dislocated,-1.0
disloyal,-3.0
disloyalty,-2.0
dismally,3.0
dismalness,
dismay,-3.0
dismaying,-2.0
dismayingly,3.0
dismissive,-2.0
dismissively,-2.0
disobedience,-2.0
disobedient,-2.0
disobey,-2.0
disoobedient,
disordered,-3.0
disorderly,-2.0
disorient,-2.0
disown,-1.0
disparagingly,-2.0
dispensable,2.0
dispirit,
dispirited,-2.0
dispiritedly,
dispiriting,-2.0
displace,-2.0
displaced,-1.0
displease,-2.0
displeasing,2.0
displeasure,-2.0
disproportionate,-2.0
disprove,1.0
disputable,-2.0
disquieting,1.0
disquietingly,-2.0
disquietude,
disregardful,
disreputable,-2.0
disrepute,-2.0
disrespectable,
disrespectablity,
disrespectful,-2.0
disrespectfully,-2.0
disrespectfulness,
disrespecting,-2.0
disrupt,-2.0
diss,-3.0
dissapointed,-2.0
dissappointed,
dissappointing,
dissatisfaction,-2.0
dissatisfactory,
dissatisfies,
dissatisfy,
dissatisfying,2.0
dissed,-2.0
dissemble,-3.0
dissembler,
dissension,-2.0
dissent,-1.0
dissenter,-2.0
dissention,-2.0
disservice,-2.0
disses,-2.0
dissidence,-2.0
dissident,-2.0
dissidents,-2.0
dissing,-2.0
dissocial,
dissolute,1.0
dissolution,-2.0
dissonance,-2.0
dissonant,-2.0
dissonantly,
dissuade,-2.0
dissuasive,2.0
distains,
distaste,-2.0
distasteful,-3.0
distastefully,
distinction,-2.0
distinctive,2.0
distinguished,3.0
distortion,-2.0
distracting,-2.0
distraught,-3.0
distraughtly,
distraughtness,
distressingly,3.0
distrusting,-3.0
disturbance,-2.0
disturbingly,3.0
disunity,-2.0
disvalue,
divergent,-2.0
diversified,2.0
divine,1.0
divinely,-3.0
divisive,-2.0
divisively,
divisiveness,-2.0
dizzing,
dizzingly,
doddering,-2.0
dodgey,
dogged,-3.0
doggedly,2.0
dogmatic,-2.0
doldrums,-2.0
dominate,-2.0
dominated,1.0
dominates,-2.0
domineer,
domineering,-1.0
donside,
doomsday,-2.0
dope,-3.0
dote,-3.0
dotingly,
doubtfully,-2.0
doubtless,-3.0
douchbag,
douchebags,
downbeat,-2.0
downer,-2.0
downfall,-2.0
downfallen,
downgrade,-1.0
downheartedly,
downhill,4.0
downsides,-2.0
downturn,-2.0
downturns,-2.0
drab,-2.0
draconian,-1.0
draconic,-3.0
dragging,-1.0
dragoon,-2.0
drain,-2.0
draining,-2.0
drains,-2.0
drastic,-1.0
drastically,1.0
drawback,-2.0
drawbacks,2.0
dreadfully,-3.0
dreadfulness,
dreamland,3.0
dripped,-2.0
dripping,-2.0
drippy,-1.0
drips,-2.0
drones,-1.0
droop,-2.0
droops,-2.0
drop-out,-2.0
drop-outs,-2.0
dropout,-2.0
dropouts,-2.0
drought,-2.0
drowning,-2.0
drunkard,-2.0
drunken,-2.0
dubiously,-2.0
dubitable,
dullard,-3.0
dumbfound,
dumbfounded,3.0
dumbfounding,-2.0
dummy-proof,
dumping,-2.0
dunce,-2.0
dungeon,2.0
dungeons,2.0
durable,2.0
dust,-2.0
dusty,-2.0
dwindling,1.0
dying,-2.0
dynamic,2.0
eagerly,-1.0
eagerness,2.0
earnestly,2.0
earnestness,2.0
earsplitting,-1.0
eased,2.0
eases,2.0
easier,1.0
easiest,1.0
easiness,-4.0
easing,2.0
easy-to-use,2.0
easygoing,3.0
ebullience,-2.0
ebullient,4.0
ebulliently,3.0
eccentric,3.0
eccentricity,1.0
ecenomical,
economical,2.0
ecstasies,-2.0
ecstasy,4.0
ecstatically,3.0
edify,3.0
educated,2.0
effectiveness,2.0
effectual,2.0
efficacious,2.0
efficient,2.0
efficiently,1.0
effigy,-2.0
effortless,3.0
effortlessly,3.0
effrontery,-4.0
effusion,-2.0
effusive,3.0
effusively,3.0
effusiveness,-2.0
egocentric,-2.0
egomania,-4.0
egotism,-3.0
egotistical,-2.0
egotistically,
egregious,-2.0
egregiously,3.0
elan,1.0
elate,
elatedly,
election-rigger,
electrify,-2.0
elegance,2.0
elevate,2.0
elimination,-1.0
elite,2.0
eloquence,3.0
eloquent,2.0
eloquently,3.0
emaciated,-2.0
emasculate,-2.0
embarrassingly,3.0
embattled,-2.0
embolden,-2.0
embroil,-2.0
embroiled,-3.0
embroilment,2.0
eminence,2.0
eminent,2.0
empathize,3.0
empathy,3.0
emphatic,4.0
emphatically,-2.0
empower,-2.0
empowerment,2.0
enchant,3.0
enchanting,3.0
enchantingly,3.0
encouraging,2.0
encouragingly,3.0
encroach,-2.0
encroachment,-2.0
endanger,-2.0
endear,-2.0
endearing,3.0
endorsing,2.0
energize,1.0
energy-efficient,2.0
energy-saving,2.0
enervate,
enfeeble,
enflame,-2.0
engaging,1.0
engrossing,3.0
engulf,-2.0
enhance,2.0
enhanced,2.0
enhancement,2.0
enhances,2.0
enjoin,-1.0
enjoyable,2.0
enjoyably,-3.0
enjoyed,2.0
enjoyment,3.0
enlightenment,2.0
enliven,2.0
enmity,-2.0
ennoble,-2.0
enough,3.0
enrapt,
enraptured,2.0
enrich,-1.0
enrichment,-1.0
entangle,-2.0
entanglement,2.0
entertain,3.0
entertains,2.0
enthrall,3.0
enthralled,3.0
enthuse,-1.0
enthusiasm,3.0
enthusiast,2.0
enthusiastically,2.0
entice,1.0
enticed,-1.0
enticing,2.0
enticingly,3.0
entranced,3.0
entrancing,3.0
entrap,-2.0
entrapment,-2.0
entrust,2.0
enviable,1.0
enviably,3.0
enviously,-2.0
enviousness,
epidemic,-2.0
equitable,1.0
equivocal,-1.0
erase,-1.0
ergonomical,
erode,-2.0
erodes,-2.0
erosion,1.0
err,-2.0
err-free,
errant,-2.0
erratic,-2.0
erratically,-2.0
erroneously,-2.0
erudite,2.0
eruptions,-2.0
escapade,-3.0
eschew,-3.0
estranged,-1.0
eulogize,-2.0
euphorically,-2.0
evade,-1.0
evaluative,-3.0
evasion,-4.0
evasive,-2.0
evenly,2.0
eventful,3.0
everlasting,2.0
evildoer,-2.0
evils,-2.0
eviscerate,-2.0
evocative,1.0
exacerbate,-2.0
exagerate,
exagerated,
exagerates,
exaggeration,-2.0
exalt,-2.0
exaltation,3.0
exalted,2.0
exaltedly,
exalting,-2.0
exaltingly,
examplar,
examplary,
exasperate,-2.0
exasperating,-3.0
exasperatingly,-2.0
exasperation,-3.0
excallent,
exceed,1.0
exceeded,-1.0
exceeding,-1.0
exceedingly,-3.0
exceeds,-1.0
excel,1.0
exceled,
excelent,
excellant,
excelled,3.0
excellency,2.0
excellently,3.0
excels,3.0
exceptional,5.0
exceptionally,1.0
excessive,-2.0
excessively,-2.0
excitedly,-2.0
excitedness,
excites,3.0
excitingly,3.0
excoriate,-2.0
excruciating,-3.0
excruciatingly,-2.0
excuses,-1.0
execrate,
exellent,
exemplar,-2.0
exemplary,3.0
exhaust,2.0
exhaustion,-2.0
exhausts,-2.0
exhilarate,
exhilaratingly,3.0
exhilaration,3.0
exhorbitant,3.0
exhort,-2.0
exile,-2.0
exorbitant,-1.0
exorbitantance,
exorbitantly,3.0
expansive,2.0
expeditiously,2.0
expensive,-2.0
expertly,3.0
expire,1.0
expired,1.0
explode,-1.0
exploitation,-2.0
explosive,-1.0
expropriate,-2.0
expropriation,-1.0
expulse,
expunge,-1.0
exquisite,3.0
exquisitely,3.0
exterminate,-2.0
extermination,-4.0
extinguish,-2.0
extol,-2.0
extoll,2.0
extort,-3.0
extortion,-2.0
extraneous,-2.0
extraordinarily,-3.0
extraordinary,2.0
extravagance,-2.0
extravagant,3.0
extravagantly,2.0
extremism,-3.0
extremist,-3.0
extremists,-1.0
exuberance,-1.0
exuberantly,4.0
exult,4.0
exultation,-2.0
exultingly,
eye-catch,
eye-catching,-2.0
eyecatch,
eyecatching,3.0
eyesore,-1.0
f**k,
fabricate,-3.0
fabrication,-3.0
fabulously,2.0
facetious,2.0
facetiously,-2.0
facilitate,1.0
faint,1.0
fairly,1.0
fairness,2.0
faithfully,2.0
faithfulness,3.0
faithless,-3.0
fall,-1.0
fallacies,-2.0
fallacious,-2.0
fallaciously,
fallaciousness,
fallacy,-2.0
fallout,-3.0
falls,-1.0
FALSE,
falsehood,-3.0
falsely,-2.0
falter,-2.0
faltered,-2.0
famed,3.0
famine,-2.0
famished,-2.0
famous,2.0
famously,-2.0
fanatic,-2.0
fanatical,2.0
fanatically,3.0
fanaticism,-3.0
fanatics,-2.0
fancier,-2.0
fanciful,1.0
fancinating,
fancy,2.0
fanfare,3.0
fans,3.0
fantastically,3.0
far-fetched,-2.0
farcical,-1.0
farcical-yet-provocative,
farcically,2.0
farfetched,-2.0
fascinatingly,-2.0
fascination,3.0
fascism,-2.0
fashionable,2.0
fashionably,2.0
fast,1.0
fast-growing,-3.0
fast-paced,1.0
faster,2.0
fastest,3.0
fastest-growing,-2.0
fastidious,-2.0
fastidiously,2.0
fastuous,
fat,2.0
fat-cat,
fat-cats,
fatal,-2.0
fatalistic,-2.0
fatalistically,2.0
fatally,-2.0
fatcat,
fatcats,
fateful,-3.0
fatefully,2.0
fathomless,-2.0
fatique,
fatty,1.0
fatuity,
fatuous,-2.0
fatuously,-2.0
fault,-2.0
faultless,5.0
faults,-2.0
faulty,-2.0
fav,4.0
fave,5.0
favorable,-2.0
favour,2.0
fawningly,
faze,-2.0
fearfully,-2.0
fearlessly,2.0
fears,-2.0
feasible,1.0
feasibly,2.0
feat,2.0
feature-rich,2.0
fecilitous,
feckless,-2.0
feeblely,
feebleminded,4.0
feign,-2.0
feint,3.0
feisty,2.0
felicitate,2.0
felicitous,3.0
felicity,3.0
fell,-1.0
felon,-2.0
felonious,-3.0
ferociously,2.0
ferocity,-2.0
fertile,3.0
fervently,2.0
fervidly,
fervor,2.0
fetid,-2.0
fever,-2.0
feverish,-1.0
fevers,-2.0
fib,-2.0
fibber,-4.0
fickle,-3.0
fiction,2.0
fictional,2.0
fictitious,-4.0
fidelity,2.0
fidget,-2.0
fiend,-3.0
fiendish,-3.0
fierce,1.0
fiery,-3.0
figurehead,-2.0
filth,-2.0
filthy,-2.0
finagle,-2.0
fine-looking,
finely,3.0
finer,2.0
finest,3.0
finicky,-2.0
firmer,2.0
first-class,-1.0
first-in-class,
first-rate,3.0
fissures,-1.0
fist,2.0
flabbergast,
flabbergasted,3.0
flagging,2.0
flagrant,-2.0
flagrantly,-2.0
flair,3.0
flairs,2.0
flak,-1.0
flake,-2.0
flakey,3.0
flakieness,
flaking,-4.0
flaky,-1.0
flare,-1.0
flares,-2.0
flareup,-1.0
flareups,-2.0
flashy,3.0
flat-out,-4.0
flatter,1.0
flattering,3.0
flatteringly,-2.0
flaunt,-2.0
flaw,-3.0
flawed,-2.0
flawless,5.0
flawlessly,3.0
flaws,-2.0
flee,-1.0
fleed,-2.0
fleeing,-1.0
fleer,2.0
fleeting,-3.0
flexibility,2.0
flexible,2.0
flicering,
flicker,3.0
flickering,3.0
flickers,3.0
flighty,-2.0
flimflam,-2.0
flimsy,-1.0
flirt,2.0
flirty,3.0
floored,3.0
flounder,-2.0
floundering,2.0
flourish,1.0
flourishing,3.0
flout,-2.0
fluent,2.0
fluster,-2.0
flutter,-2.0
foe,-2.0
fondly,2.0
fooled,-3.0
foolhardy,-2.0
foolishly,-2.0
foolishness,-3.0
foolproof,-3.0
forbid,-2.0
forbidden,-2.0
forbidding,-2.0
forceful,2.0
foreboding,3.0
forebodingly,
foremost,3.0
foresight,2.0
forfeit,-1.0
forged,-3.0
forgetfully,
forgetfulness,-2.0
forlorn,-2.0
forlornly,-2.0
formidable,-1.0
forsake,-2.0
forsaken,-2.0
forswear,-3.0
fortitude,2.0
fortuitous,2.0
fortuitously,-2.0
fortunately,3.0
fortune,3.0
foul,-2.0
foully,
foulness,-2.0
fractious,-3.0
fractiously,
fracture,-2.0
fragile,-2.0
fragmented,-2.0
fragrant,2.0
frail,-2.0
frantically,-1.0
franticly,
fraught,-2.0
frazzle,-5.0
frazzled,-2.0
freak,-2.0
freaking,-2.0
freakish,-2.0
freakishly,3.0
freaks,-2.0
freed,-2.0
freedoms,2.0
freeze,-1.0
freezes,-2.0
freezing,1.0
frenetic,-1.0
frenetically,-3.0
frenzied,-3.0
fresher,2.0
freshest,2.0
fret,-3.0
fretful,-3.0
frets,-3.0
friction,-1.0
frictions,-2.0
fried,2.0
friendliness,2.0
friggin,4.0
frigging,-4.0
frighten,-2.0
frighteningly,3.0
frightful,-3.0
frightfully,3.0
frigid,-1.0
frolic,1.0
frost,-1.0
frown,-1.0
froze,-1.0
frozen,1.0
frugal,2.0
fruitful,2.0
fruitless,2.0
fruitlessly,-2.0
frustratingly,-2.0
frustrations,-2.0
fudge,3.0
fugitive,-2.0
fulfillment,2.0
full-blown,-3.0
fulminate,-3.0
fumble,-2.0
fume,-2.0
fumes,-2.0
fundamentalism,-2.0
funnily,2.0
furiously,-3.0
furor,-2.0
fury,-2.0
fuss,-2.0
fussy,-2.0
fustigate,
fusty,-2.0
futilely,-3.0
futility,-3.0
futurestic,
futuristic,1.0
fuzzy,2.0
gabble,
gaff,-1.0
gaffe,-2.0
gaiety,-2.0
gaily,3.0
gainful,2.0
gainfully,-3.0
gainsay,-2.0
gainsayer,
gall,-2.0
galling,-2.0
gallingly,
galls,3.0
galore,-3.0
gangster,-2.0
gape,-2.0
garbage,-1.0
garish,1.0
gasp,-2.0
gauche,2.0
gaudy,3.0
gawk,3.0
gawky,-2.0
geekier,
geeky,2.0
geezer,-3.0
gem,1.0
gems,1.0
generosity,3.0
generously,2.0
genius,3.0
genocide,-2.0
gentle,2.0
gentlest,2.0
genuine,2.0
get-rich,
ghastly,-3.0
ghetto,-5.0
ghosting,-2.0
gibber,-2.0
gibberish,-2.0
gibe,2.0
gifted,4.0
gimmick,2.0
gimmicked,
gimmicking,
gimmicks,-2.0
gimmicky,-3.0
gladden,-2.0
gladly,-2.0
gladness,3.0
glare,-2.0
glaringly,-2.0
gleefully,3.0
glib,-2.0
glibly,-2.0
glimmer,2.0
glimmering,3.0
glisten,3.0
glistening,3.0
glitch,-2.0
glitches,-2.0
glitter,3.0
glitz,3.0
gloatingly,
glorify,-2.0
gloriously,4.0
glow,1.0
glower,2.0
glowing,1.0
glowingly,3.0
glut,-2.0
gnawing,-2.0
goad,-2.0
goading,-3.0
god-awful,
god-given,-3.0
god-send,
godlike,2.0
gold,3.0
golden,3.0
goodly,-2.0
goodwill,2.0
goof,-4.0
goofy,-1.0
goon,-2.0
goood,
gooood,
gorgeous,3.0
gorgeously,3.0
gossip,2.0
graceful,2.0
gracefully,2.0
graceless,-2.0
gracelessly,-2.0
graciously,3.0
graciousness,2.0
graft,-4.0
grainy,-2.0
grandeur,5.0
grapple,-2.0
grate,-1.0
gratefully,-2.0
gratified,3.0
gratifies,2.0
gratify,-2.0
gratifying,-2.0
gratifyingly,3.0
grating,-3.0
gratitude,3.0
gravely,-2.0
greasy,-2.0
greatness,2.0
grievance,-1.0
grievances,-2.0
grieve,-2.0
grieving,-2.0
grievous,-2.0
grievously,-2.0
grim,-2.0
grimace,-1.0
grin,2.0
grind,-1.0
gripe,-2.0
gripes,-2.0
grisly,-3.0
gritty,-2.0
grossly,-2.0
grotesque,-3.0
grouch,3.0
grouchy,-2.0
groundbreaking,2.0
groundless,-2.0
grouse,-5.0
growl,-2.0
grudge,-2.0
grudges,-2.0
grudging,-2.0
grudgingly,-1.0
gruesome,-3.0
gruesomely,-2.0
gruff,3.0
grumble,-2.0
grumpier,-2.0
grumpiest,
grumpily,-2.0
grumpish,
grumpy,-2.0
guidance,1.0
guile,-2.0
guiltily,-1.0
guiltless,-3.0
gumption,2.0
gush,-3.0
gusto,4.0
gutless,-2.0
gutsy,2.0
gutter,-3.0
hack,-1.0
hacks,-2.0
haggard,-1.0
haggle,-3.0
hairloss,
halcyon,1.0
hale,2.0
halfhearted,-2.0
halfheartedly,-3.0
hallmark,1.0
hallmarks,-2.0
hallowed,2.0
hallucinate,3.0
hallucination,-3.0
hamper,-2.0
hampered,-1.0
handicapped,-2.0
handier,-2.0
handily,-2.0
hands-down,
handsome,3.0
handsomely,2.0
handy,2.0
hang,-1.0
hangs,-1.0
haphazard,-2.0
happier,3.0
happily,3.0
harangue,-3.0
harass,-2.0
harassed,-2.0
harasses,-2.0
harassment,-3.0
harboring,-1.0
harbors,-2.0
hard-hit,-1.0
hard-line,-2.0
hard-liner,
hard-working,2.0
hardball,1.0
harden,-2.0
hardened,-3.0
hardheaded,-1.0
hardhearted,-2.0
hardliner,-2.0
hardliners,2.0
hardships,-2.0
harmless,-2.0
harmonious,3.0
harmoniously,2.0
harmonize,2.0
harmony,3.0
harpy,-4.0
harridan,-3.0
harrow,-5.0
harshly,-2.0
hasseling,
hassle,-2.0
hassled,-2.0
hassles,-2.0
haste,-2.0
hastily,1.0
hasty,2.0
hateful,-3.0
hatefully,
hatefulness,
hater,-3.0
hatred,-2.0
haughtily,-2.0
haughty,-2.0
hawkish,-1.0
haywire,-2.0
hazard,-2.0
hazardous,-1.0
haze,-2.0
hazy,2.0
head-aches,
headache,-2.0
headaches,-2.0
headway,2.0
heal,-2.0
healthful,-2.0
heartbreaker,-3.0
heartbreakingly,3.0
hearten,-2.0
heartening,-2.0
heartily,1.0
heartless,-2.0
heartwarming,-1.0
heathen,-4.0
heavy-handed,-2.0
heck,1.0
heckle,-1.0
heckled,-2.0
heckles,3.0
hectic,-1.0
hedge,2.0
hedonistic,1.0
heedless,-2.0
hefty,-1.0
hegemonism,-3.0
hegemonistic,-2.0
hegemony,-2.0
heinous,-2.0
hell-bent,4.0
hellion,2.0
hells,-4.0
helped,2.0
helplessly,-2.0
helplessness,-2.0
heresy,-3.0
heretic,-2.0
heretical,-3.0
heroically,3.0
heroine,2.0
heroize,
heros,2.0
hestitant,
hideous,-3.0
hideously,3.0
hideousness,-2.0
high-priced,-2.0
high-quality,2.0
high-spirited,3.0
hiliarious,
hinder,-2.0
hiss,-3.0
hissed,-2.0
hissing,-1.0
ho-hum,
hoard,2.0
hobble,-2.0
hogs,-3.0
hollow,-1.0
holy,1.0
homage,2.0
honesty,2.0
honorable,2.0
hoodium,
hoodwink,-3.0
hooray,5.0
hopelessly,-2.0
horde,-2.0
horrendously,3.0
horrid,-3.0
horrifies,-2.0
horrify,-2.0
horrifying,-3.0
horrifys,
hospitable,3.0
hostage,-2.0
hostilities,-2.0
hostility,-2.0
hot,1.0
hotbeds,-3.0
hotcake,
hotcakes,-2.0
hothead,-2.0
hotheaded,-2.0
hothouse,2.0
hottest,2.0
hubris,-3.0
hum,-1.0
humane,2.0
humble,2.0
humid,-1.0
humiliate,-2.0
humiliating,-3.0
humility,2.0
humming,-2.0
humorously,2.0
hung,-2.0
hurted,
hurtful,-3.0
hustler,2.0
hype,3.0
hypocricy,
hypocrisy,-2.0
hypocrite,-2.0
hypocrites,-3.0
hypocritically,-2.0
hysteric,-2.0
hysterically,1.0
ideal,3.0
idealize,-2.0
ideally,3.0
idiocies,-1.0
idiocy,-3.0
idiotically,2.0
idiots,-3.0
idle,-1.0
idol,2.0
idolize,3.0
idolized,3.0
idyllic,2.0
ignoble,-2.0
ignominious,-2.0
ignominiously,-2.0
ignominy,-3.0
ill-advised,3.0
ill-conceived,-2.0
ill-defined,-2.0
ill-designed,
ill-fated,-2.0
ill-favored,
ill-formed,
ill-mannered,-2.0
ill-natured,
ill-sorted,
ill-tempered,-2.0
ill-treated,-2.0
ill-treatment,-4.0
ill-usage,
ill-used,
illegally,-3.0
illegitimate,-2.0
illicit,-3.0
illiterate,-2.0
illogic,-2.0
illogical,-2.0
illogically,-2.0
illuminate,2.0
illuminati,-2.0
illuminating,2.0
illumine,2.0
illusion,-3.0
illusions,1.0
illusory,-2.0
illustrious,2.0
ilu,-2.0
imaculate,
imaginary,-2.0
imaginative,1.0
imbalance,-3.0
imbroglio,-3.0
immaculate,-2.0
immaculately,2.0
immaterial,2.0
immature,2.0
immense,1.0
imminence,-2.0
imminently,-2.0
immoderate,2.0
immoderately,
immodest,-2.0
immoral,-2.0
immorality,-3.0
immorally,-2.0
immovable,2.0
impair,-1.0
impaired,-1.0
impartial,2.0
impartiality,2.0
impartially,3.0
impasse,-2.0
impassioned,2.0
impatience,-2.0
impatiently,-2.0
impeach,2.0
impeccable,3.0
impeccably,2.0
impedance,1.0
impede,-2.0
impediment,-2.0
impending,-1.0
impenitent,
imperfection,-2.0
imperfections,-3.0
imperfectly,-2.0
imperialist,-2.0
imperil,-2.0
imperious,-2.0
imperiously,-2.0
impermissible,-2.0
impersonal,-2.0
impertinent,-2.0
impetuous,2.0
impetuously,-2.0
impiety,-2.0
impinge,-2.0
impious,-3.0
implacable,2.0
implausible,-3.0
implausibly,3.0
implicate,2.0
implication,2.0
implode,-2.0
impolite,-2.0
impolitely,-4.0
impolitic,-2.0
importunate,2.0
importune,
imposers,
imposition,-1.0
impossible,-1.0
impossiblity,
impossibly,3.0
impoverish,-2.0
impoverished,-2.0
impractical,-2.0
imprecate,
imprecise,-2.0
imprecisely,-2.0
imprecision,-2.0
impressively,3.0
impressiveness,-2.0
imprison,-2.0
imprisonment,-2.0
improbability,-2.0
improbable,-2.0
improbably,3.0
improper,-2.0
improperly,-1.0
impropriety,-2.0
improvements,2.0
imprudence,-2.0
imprudent,2.0
impudence,-2.0
impudent,-3.0
impudently,2.0
impugn,2.0
impulsive,-2.0
impulsively,-3.0
impunity,-2.0
impure,-3.0
impurity,1.0
inaccuracies,-2.0
inaccuracy,-2.0
inaccurate,-3.0
inaccurately,-2.0
inactive,1.0
inadequacy,-2.0
inadequately,3.0
inadverent,
inadverently,
inadvisable,2.0
inadvisably,
inane,-3.0
inanely,2.0
inappropriate,-2.0
inappropriately,-3.0
inapt,-2.0
inaptitude,
inarticulate,-2.0
inattentive,-2.0
inaudible,-1.0
incapably,
incautious,-2.0
incendiary,-3.0
